variant	af	filter-pvalue	lrt-pvalue	beta	beta-std-err	intercept	PC1	PC2	PC3	PC4	PC5	PC6	PC7	PC8	PC9	PC10	PC11	PC12	notes
group_1760	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_1761	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
ohr	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_1763	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
speE_1	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_1765	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_1766	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_177	9.89E-01	8.06E-01	1.00E+00	-1.60E+00	6.75E+00	-7.34E-02	5.54E-01	-1.46E+00	2.51E+00	2.08E+00	1.62E+00	2.72E+00	-2.48E+00	-3.50E+00	2.42E+00	2.76E+00	-2.20E+00	8.01E-01	bad-chisq
group_1784	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_1816	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_1818	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_1819	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_1822	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_1824	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_1825	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
pykF	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_1831	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_1872	9.89E-01	8.06E-01	1.00E+00	-3.84E-01	6.73E+00	-1.29E+00	5.93E-01	-1.47E+00	2.55E+00	2.07E+00	1.65E+00	2.75E+00	-2.53E+00	-3.55E+00	2.40E+00	2.80E+00	-2.25E+00	8.11E-01	bad-chisq
group_1918	9.89E-01	2.89E-01	1.00E+00	6.45E-01	6.77E+00	-2.29E+00	5.37E-01	-1.42E+00	2.45E+00	2.06E+00	1.57E+00	2.68E+00	-2.57E+00	-3.44E+00	2.35E+00	2.73E+00	-2.25E+00	8.12E-01	bad-chisq
folM	9.89E-01	8.06E-01	1.00E+00	-6.94E-01	6.74E+00	-9.78E-01	5.44E-01	-1.45E+00	2.51E+00	2.07E+00	1.63E+00	2.72E+00	-2.47E+00	-3.50E+00	2.37E+00	2.77E+00	-2.27E+00	8.17E-01	bad-chisq
group_1920	9.89E-01	8.06E-01	1.00E+00	-6.94E-01	6.74E+00	-9.78E-01	5.44E-01	-1.45E+00	2.51E+00	2.07E+00	1.63E+00	2.72E+00	-2.47E+00	-3.50E+00	2.37E+00	2.77E+00	-2.27E+00	8.17E-01	bad-chisq
group_1921	9.89E-01	8.06E-01	1.00E+00	-6.94E-01	6.74E+00	-9.78E-01	5.44E-01	-1.45E+00	2.51E+00	2.07E+00	1.63E+00	2.72E+00	-2.47E+00	-3.50E+00	2.37E+00	2.77E+00	-2.27E+00	8.17E-01	bad-chisq
group_1934	9.89E-01	1.21E-01	2.55E-01	-1.52E+00	6.70E+00	-1.84E-01	6.35E-01	-1.40E+00	2.53E+00	2.06E+00	1.66E+00	2.73E+00	-2.57E+00	-3.63E+00	2.46E+00	2.85E+00	-2.26E+00	8.15E-01	bad-chisq
xerD	9.89E-01	8.06E-01	1.00E+00	-2.50E-01	6.73E+00	-1.43E+00	5.87E-01	-1.47E+00	2.56E+00	2.07E+00	1.66E+00	2.76E+00	-2.52E+00	-3.55E+00	2.40E+00	2.81E+00	-2.25E+00	8.10E-01	bad-chisq
narH	9.89E-01	1.21E-01	4.12E-01	-1.16E+00	6.71E+00	-5.23E-01	5.18E-01	-1.39E+00	2.53E+00	2.04E+00	1.67E+00	2.68E+00	-2.46E+00	-3.52E+00	2.40E+00	2.78E+00	-2.28E+00	8.11E-01	bad-chisq
tonB2	9.89E-01	8.06E-01	1.00E+00	-2.29E-01	6.73E+00	-1.45E+00	5.86E-01	-1.48E+00	2.57E+00	2.07E+00	1.66E+00	2.76E+00	-2.53E+00	-3.55E+00	2.40E+00	2.82E+00	-2.25E+00	8.07E-01	bad-chisq
group_2123	9.89E-01	8.06E-01	1.00E+00	-9.28E-01	6.73E+00	-7.61E-01	6.12E-01	-1.47E+00	2.54E+00	2.09E+00	1.63E+00	2.77E+00	-2.58E+00	-3.58E+00	2.38E+00	2.84E+00	-2.25E+00	8.22E-01	bad-chisq
group_2130	9.89E-01	4.26E-03	7.41E-02	-2.40E+00	6.70E+00	7.21E-01	6.04E-01	-1.48E+00	2.43E+00	2.05E+00	1.63E+00	2.66E+00	-2.44E+00	-3.39E+00	2.32E+00	2.81E+00	-2.28E+00	7.03E-01	bad-chisq
group_2133	9.89E-01	4.26E-03	7.41E-02	-2.40E+00	6.70E+00	7.21E-01	6.04E-01	-1.48E+00	2.43E+00	2.05E+00	1.63E+00	2.66E+00	-2.44E+00	-3.39E+00	2.32E+00	2.81E+00	-2.28E+00	7.03E-01	bad-chisq
group_2137	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2138	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
opdT	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
catR	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
xylL	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
xylZ	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2143	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2144	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
ynbC	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2146	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2147	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2149	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2150	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2151	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2152	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2153	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
btuB_1	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
qteE	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_216	9.89E-01	8.06E-01	1.00E+00	-6.25E-01	6.72E+00	-1.06E+00	5.81E-01	-1.47E+00	2.59E+00	2.08E+00	1.66E+00	2.76E+00	-2.56E+00	-3.59E+00	2.42E+00	2.86E+00	-2.25E+00	7.87E-01	bad-chisq
pyrC	9.89E-01	4.26E-03	5.81E-03	-4.90E+00	6.64E+00	3.08E+00	6.63E-01	-1.44E+00	2.55E+00	2.13E+00	1.83E+00	2.83E+00	-2.01E+00	-3.42E+00	3.05E+00	2.95E+00	-2.93E+00	1.05E+00	bad-chisq
group_2174	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2175	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2176	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2177	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2179	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2181	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2182	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2183	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
pvdQ	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
pvdR	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2187	9.89E-01	1.21E-01	6.39E-01	-8.85E-01	6.71E+00	-7.97E-01	6.28E-01	-1.43E+00	2.50E+00	2.03E+00	1.67E+00	2.71E+00	-2.51E+00	-3.54E+00	2.41E+00	2.79E+00	-2.24E+00	8.12E-01	bad-chisq
aaeX_1	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
bexR	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2193	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2194	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
sdaA	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
smc	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
lig	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2200	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2201	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
ccoQ1	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
ccoN1	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2206	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
amnD	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2208	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2209	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2210	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2211	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2214	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
selD	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2218	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2219	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2220	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2221	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
cmoM	9.89E-01	1.21E-01	4.17E-01	-1.39E+00	6.72E+00	-2.86E-01	5.44E-01	-1.63E+00	2.41E+00	2.01E+00	1.64E+00	2.69E+00	-2.43E+00	-3.47E+00	2.37E+00	2.73E+00	-2.27E+00	8.33E-01	bad-chisq
group_2234	9.89E-01	2.89E-01	8.15E-02	2.42E+00	6.71E+00	-4.15E+00	6.86E-01	-1.59E+00	2.99E+00	2.13E+00	1.92E+00	3.03E+00	-3.06E+00	-3.85E+00	2.62E+00	2.90E+00	-2.34E+00	9.36E-01	bad-chisq
group_2254	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
arsH	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2256	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
bkdA1	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
pslH	9.89E-01	4.26E-03	3.07E-02	-2.98E+00	6.68E+00	1.27E+00	5.67E-01	-1.21E+00	2.49E+00	1.91E+00	1.72E+00	2.55E+00	-2.60E+00	-3.70E+00	2.46E+00	2.88E+00	-2.23E+00	7.97E-01	bad-chisq
glyA2	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2283	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2287	9.89E-01	2.89E-01	7.09E-01	1.37E+00	6.75E+00	-3.00E+00	5.32E-01	-1.51E+00	2.37E+00	2.16E+00	1.57E+00	2.56E+00	-2.43E+00	-3.42E+00	2.24E+00	2.69E+00	-2.26E+00	8.36E-01	bad-chisq
vgrG1_7	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
group_2314	9.89E-01	8.06E-01	1.00E+00	-8.72E-01	6.73E+00	-8.14E-01	5.32E-01	-1.59E+00	2.53E+00	2.06E+00	1.65E+00	2.76E+00	-2.55E+00	-3.57E+00	2.38E+00	2.79E+00	-2.24E+00	8.21E-01	bad-chisq
tig	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
proX	9.89E-01	4.26E-03	8.42E-02	-2.34E+00	6.70E+00	6.66E-01	5.42E-01	-1.29E+00	2.35E+00	1.97E+00	1.62E+00	2.55E+00	-2.40E+00	-3.44E+00	2.35E+00	2.71E+00	-2.26E+00	8.19E-01	bad-chisq
